isocode,year,CKON,GKON,IKON,EXPK,IMPK,CCUR,GCUR,ICUR,EXPC,IMPC,XRAT,POP
ABW,yr1950,,,,,,,,,,,,
ABW,yr1951,,,,,,,,,,,,
ABW,yr1952,,,,,,,,,,,,
ABW,yr1953,,,,,,,,,,,,
ABW,yr1954,,,,,,,,,,,,
ABW,yr1955,,,,,,,,,,,,
ABW,yr1956,,,,,,,,,,,,
ABW,yr1957,,,,,,,,,,,,
ABW,yr1958,,,,,,,,,,,,
ABW,yr1959,,,,,,,,,,,,
ABW,yr1960,,,,,,,,,,,,
ABW,yr1961,,,,,,,,,,,,
ABW,yr1962,,,,,,,,,,,,
ABW,yr1963,,,,,,,,,,,,
ABW,yr1964,,,,,,,,,,,,
ABW,yr1965,,,,,,,,,,,,
ABW,yr1966,,,,,,,,,,,,
ABW,yr1967,,,,,,,,,,,,
ABW,yr1968,,,,,,,,,,,,
ABW,yr1969,,,,,,,,,,,,
ABW,yr1970,,,,,,,,,,,,
ABW,yr1971,,,,,,,,,,,,
ABW,yr1972,,,,,,,,,,,,
ABW,yr1973,,,,,,,,,,,,
ABW,yr1974,,,,,,,,,,,,
ABW,yr1975,,,,,,,,,,,,
ABW,yr1976,,,,,,,,,,,,
ABW,yr1977,,,,,,,,,,,,
ABW,yr1978,,,,,,,,,,,,
ABW,yr1979,,,,,,,,,,,,
ABW,yr1980,,,,,,,,,,,,
ABW,yr1981,,,,,,,,,,,,
ABW,yr1982,,,,,,,,,,,,
ABW,yr1983,,,,,,,,,,,,
ABW,yr1984,,,,,,,,,,,,
ABW,yr1985,,,,,,,,,,,,
ABW,yr1986,,,,,,,,,,,,
ABW,yr1987,,,,,,,,,,,,
ABW,yr1988,,,,,,,,,,,,
ABW,yr1989,,,,,,,,,,,,
ABW,yr1990,,,,,,,,,,,,
ABW,yr1991,,,,,,,,,,,,
ABW,yr1992,,,,,,,,,,,,
ABW,yr1993,,,,,,,,,,,,
ABW,yr1994,,,,,,,,,,,,
ABW,yr1995,,,,,,,,,,,,
ABW,yr1996,,,,,,,,,,,,
ABW,yr1997,,,,,,,,,,,1.789999962,89000
ABW,yr1998,,,,,,,,,,,1.789999962,94000
ABW,yr1999,,,,,,,,,,,1.789999962,98000
ABW,yr2000,,,,,,,,,,,1.789999962,101000
ADO,yr1950,,,,,,,,,,,,
ADO,yr1951,,,,,,,,,,,,
ADO,yr1952,,,,,,,,,,,,
ADO,yr1953,,,,,,,,,,,,
ADO,yr1954,,,,,,,,,,,,
ADO,yr1955,,,,,,,,,,,,
ADO,yr1956,,,,,,,,,,,,
ADO,yr1957,,,,,,,,,,,,
ADO,yr1958,,,,,,,,,,,,
ADO,yr1959,,,,,,,,,,,,
ADO,yr1960,,,,,,,,,,,,
ADO,yr1961,,,,,,,,,,,,
ADO,yr1962,,,,,,,,,,,,
ADO,yr1963,,,,,,,,,,,,
ADO,yr1964,,,,,,,,,,,,
ADO,yr1965,,,,,,,,,,,,
ADO,yr1966,,,,,,,,,,,,
ADO,yr1967,,,,,,,,,,,,
ADO,yr1968,,,,,,,,,,,,
ADO,yr1969,,,,,,,,,,,,
ADO,yr1970,,,,,,,,,,,,
ADO,yr1971,,,,,,,,,,,,
ADO,yr1972,,,,,,,,,,,,
ADO,yr1973,,,,,,,,,,,,
ADO,yr1974,,,,,,,,,,,,
ADO,yr1975,,,,,,,,,,,,
ADO,yr1976,,,,,,,,,,,,
ADO,yr1977,,,,,,,,,,,,
ADO,yr1978,,,,,,,,,,,,
ADO,yr1979,,,,,,,,,,,,
ADO,yr1980,,,,,,,,,,,,
ADO,yr1981,,,,,,,,,,,,
ADO,yr1982,,,,,,,,,,,,
ADO,yr1983,,,,,,,,,,,,
ADO,yr1984,,,,,,,,,,,,
ADO,yr1985,,,,,,,,,,,,
ADO,yr1986,,,,,,,,,,,,
ADO,yr1987,,,,,,,,,,,,
ADO,yr1988,,,,,,,,,,,,
ADO,yr1989,,,,,,,,,,,,
ADO,yr1990,,,,,,,,,,,,
ADO,yr1991,,,,,,,,,,,,
ADO,yr1992,,,,,,,,,,,,
ADO,yr1993,,,,,,,,,,,,
ADO,yr1994,,,,,,,,,,,,
ADO,yr1995,,,,,,,,,,,,
ADO,yr1996,,,,,,,,,,,,
ADO,yr1997,,,,,,,,,,,,
ADO,yr1998,,,,,,,,,,,,
ADO,yr1999,,,,,,,,,,,,
ADO,yr2000,,,,,,,,,,,,67000
AFG,yr1950,,,,,,,,,,,,
AFG,yr1951,,,,,,,,,,,,
AFG,yr1952,,,,,,,,,,,,
AFG,yr1953,,,,,,,,,,,,
AFG,yr1954,,,,,,,,,,,,
AFG,yr1955,,,,,,,,,,,,
AFG,yr1956,,,,,,,,,,,,
AFG,yr1957,,,,,,,,,,,,
AFG,yr1958,,,,,,,,,,,,
AFG,yr1959,,,,,,,,,,,,
AFG,yr1960,,,,,,,,3900001792,1000000448,1700000128,20,10016000
AFG,yr1961,,,,,,,,4100001792,1100000512,2000000128,20,10212940
AFG,yr1962,,,,,,,,4700002304,1200000512,2300000256,20,10422190
AFG,yr1963,,,,,,,,4800002048,3100001280,5700002304,35.17832947,10642790
AFG,yr1964,,,,,,,,5000001536,3200001536,6500000256,45,10873940
AFG,yr1965,,,,,,,,5100000256,5100000256,9699999744,45,11115000
AFG,yr1966,,,,,,,,5299999744,5400000000,11699999744,45,11365470
AFG,yr1967,,,,,,,,3900000000,5100000256,10700000256,45,11625010
AFG,yr1968,,,,,,,,4000000000,5500000256,9400000512,45,11893450
AFG,yr1969,,,,,,,,4100000000,6400000000,9500000256,45,12170730
AFG,yr1970,,,,,,,,4300000256,7699999744,9400000512,45,12457000
AFG,yr1971,,,,,,,,4499999744,8999999488,13299999744,45,12715220
AFG,yr1972,,,,,,,,4700000256,10599999488,12999999488,45,12999690
AFG,yr1973,,,,,,,,5699999744,10099999744,11500000256,45,13315160
AFG,yr1974,,,,,,,,8499999744,13600000000,14400000000,45,13662340
AFG,yr1975,,,,,,,6099999744,10400000000,13500000256,15200000000,45,14038000
AFG,yr1976,,,,,,,,15699999744,15200000000,17100000256,45,14449320
AFG,yr1977,,,,,,,,16499999744,15500000256,19700000768,45,14913930
AFG,yr1978,,,,,,,,20600000512,16099999744,20600000512,45,15373290
AFG,yr1979,,,,,,,,,,,43.73249817,15736010
AFG,yr1980,,,,,,,,,,,44.12916946,15950000
AFG,yr1981,,,,,,,,,,,49.48083115,16045800
AFG,yr1982,,,,,,,,,,,50.59999847,16049970
AFG,yr1983,,,,,,,,,,,50.59999847,15985060
AFG,yr1984,,,,,,,,,,,50.59999847,15884090
AFG,yr1985,,,,,,,,,,,50.59999847,15790500
AFG,yr1986,,,,,,,,,,,50.59999847,16152490
AFG,yr1987,,,,,,,,,,,50.59999847,16522780
AFG,yr1988,,,,,,,,,,,50.59999847,16901560
AFG,yr1989,,,,,,,,,,,50.59999847,17289020
AFG,yr1990,,,,,,,,,,,50.59999847,17685360
AFG,yr1991,,,,,,,,,,,50.59999847,18213960
AFG,yr1992,,,,,,,,,,,50.59999847,18886080
AFG,yr1993,,,,,,,,,,,50.59999847,19716330
AFG,yr1994,,,,,,,,,,,425.1000061,20723230
AFG,yr1995,,,,,,,,,,,833.333313,21929850
AFG,yr1996,,,,,,,,,,,2333.333008,23065150
AFG,yr1997,,,,,,,,,,,3000,24111240
AFG,yr1998,,,,,,,,,,,3000,25051010
AFG,yr1999,,,,,,,,,,,3000,25868640
AFG,yr2000,,,,,,,,,,,3000,26550000
AGO,yr1950,,,,,,,,,,,,
AGO,yr1951,,,,,,,,,,,,
AGO,yr1952,,,,,,,,,,,,
AGO,yr1953,,,,,,,,,,,,
AGO,yr1954,,,,,,,,,,,,
AGO,yr1955,,,,,,,,,,,,
AGO,yr1956,,,,,,,,,,,,
AGO,yr1957,,,,,,,,,,,,
AGO,yr1958,,,,,,,,,,,,
AGO,yr1959,,,,,,,,,,,,
AGO,yr1960,3.8E14,6.62E13,1.2E14,1.3E14,7.39E13,7517241.28,1701686.721,3253020.086,2751256.244,2100799.974,0.028668441,4816000
AGO,yr1961,3.84E14,7.03E13,1.13E14,1.6E14,6.61E13,7749999.903,1844819.249,3054362.372,2971356.746,1871999.977,0.028734859,4884190
AGO,yr1962,3.98E14,7.56E13,1.01E14,1.69E14,7.77E13,8258620.587,2035662.62,2781208.015,3240368.469,2225599.974,0.02867844,4955350
AGO,yr1963,4.05E14,9.98E13,8.91E13,1.66E14,8.02E13,8793103.342,2799036.103,2557718.087,3472696.776,2402399.973,0.028752031,5028690
AGO,yr1964,4.44E14,9.51E13,1.12E14,1.54E14,9.23E13,9827586.089,2719518.032,3128859.021,4353098.781,2683199.97,0.02881977,5103680
AGO,yr1965,4.78E14,1E14,1.36E14,1.64E14,1.06E14,11034482.63,3005783.091,3948322.099,4255276.339,3203199.967,0.028778531,5180000
AGO,yr1966,4.98E14,1.05E14,1.52E14,1.61E14,1.14E14,11551724.01,3180722.847,4345637.533,4719932.952,3400799.967,0.02882386,5257600
AGO,yr1967,5.11E14,1.16E14,2.27E14,1.79E14,1.46E14,12241379.18,3610120.435,6804026.77,5074539.319,4513599.957,0.028841609,5336650
AGO,yr1968,4.98E14,1.3E14,2.42E14,2.01E14,1.56E14,12672413.67,4278072.233,7399999.92,5795979.849,4971199.957,0.02872761,5417590
AGO,yr1969,5.19E14,1.48E14,2.46E14,2.39E14,1.62E14,13706896.43,5184578.247,7697986.499,6957621.387,5293599.955,0.028561199,5501070
AGO,yr1970,5.19E14,1.54E14,2.51E14,2.83E14,1.78E14,15086206.77,5820722.82,8418120.722,9011892.736,6219199.951,0.02862511,5588000
AGO,yr1971,5.32E14,1.58E14,2.75E14,2.86E14,1.96E14,16293103.33,6313734.867,9783892.525,9011892.736,7123999.95,0.028191119,5670080
AGO,yr1972,4.9E14,1.67E14,2.76E14,3E14,1.6E14,16206896.45,7188433.653,10181207.97,10308040.13,6167199.962,0.02705281,5762340
AGO,yr1973,5.78E14,1.77E14,2.82E14,3.14E14,2.18E14,21637930.9,8603855.33,10876509.98,14184254.53,8652799.954,0.024514619,5867470
AGO,yr1974,5.74E14,1.51E14,2.29E14,2.74E14,1.83E14,25603448.12,8762891.479,12242281.79,22988274.61,10108799.95,0.025407599,5987340
AGO,yr1975,3.11E14,1.82E14,1.14E14,2.52E14,1.86E14,17241379.2,13136385.43,6804026.8,22010050.17,11439999.95,0.02555218,6123000
AGO,yr1976,2.95E14,1.78E14,1.19E14,2.18E14,1.94E14,22241379.19,17493975.77,8144966.394,20787269.61,13727999.95,0.02938362,6276200
AGO,yr1977,2.94E14,1.84E14,1.3E14,2.32E14,2.02E14,27586206.74,22424096.25,10057046.92,26778894.41,16223999.94,0.029918,6449340
AGO,yr1978,3.05E14,2.03E14,1.51E14,2.69E14,2.43E14,31896551.58,27672289.01,14353020.06,32770519.19,21631999.92,0.029918,6636630
AGO,yr1979,3.13E14,2.02E14,1.56E14,2.86E14,2.56E14,37241379.16,31330120.35,17879194.56,41329983.17,27143999.93,0.029918,6828500
AGO,yr1980,3.31E14,2.06E14,1.62E14,2.95E14,2.6E14,43275861.94,35146987.84,22150335.51,65296482.33,32031999.93,0.029918,7019000
AGO,yr1981,2.92E14,2.16E14,1.65E14,3.19E14,3.05E14,47499999.88,38804819.19,23441610.68,69209380.19,37127999.92,0.029918,7210280
AGO,yr1982,2.88E14,2.45E14,1.87E14,2.77E14,3.11E14,54913793.01,45166264.99,26322147.6,65907872.68,37231999.95,0.029918,7403660
AGO,yr1983,3.18E14,2.48E14,1.62E14,2.9E14,3.02E14,60689655.1,50414457.79,29053691.25,66030150.74,42743999.98,0.029918,7599670
AGO,yr1984,2.67E14,3.03E14,1.71E14,3.26E14,3.09E14,71120689.6,59797590.34,32778523.48,69943048.57,50544000,0.029918,7799500
AGO,yr1985,3.41E14,2.75E14,1.41E14,3.07E14,2.8E14,80000000,66000000,37000000,73000000,52000000,0.029918,8005000
AGO,yr1986,2.93E14,3.01E14,1.31E14,3.42E14,2.6E14,76000000,71000000,31000000,73000000,61000000,0.029918,8218720
AGO,yr1987,3.7E14,3.05E14,1.4E14,3.12E14,2.56E14,117000000,62000000,35000000,72000000,65000000,0.029918,8443860
AGO,yr1988,3.78E14,3.54E14,1.09E14,3.32E14,2.55E14,110000000,75000000,28000000,79000000,53000000,0.029918,8684310
AGO,yr1989,3.74E14,3.47E14,1.13E14,3.42E14,2.53E14,124000000,79000000,34000000,94000000,53000000,0.029918,8944620
AGO,yr1990,2.93E14,4.32E14,1.08E14,3.92E14,3.04E14,110000000,106000000,36000000,119000000,64000000,0.029918,9230000
AGO,yr1991,3.31E14,4.2E14,1.2E14,3.07E14,2.51E14,311000000,364000000,104000000,244000000,218000000,0.055098329,9593460
AGO,yr1992,4.39E14,3.68E14,3.18E13,6.63E14,6.23E14,1492000000,1107000064,96000000,1818000000,1870000000,0.251416713,9943650
AGO,yr1993,1.89E14,2.79E14,1.77E14,3.96E14,3.7E14,8963000320,11189999616,7122999808,14520000512,14858000384,2.660166979,10286310
AGO,yr1994,1.85E14,2.73E14,1.58E14,5.81E14,5.17E14,169000000000,249000000000,144000000000,529000000000,470000000000,59.51499939,10627180
AGO,yr1995,2.57E14,3.82E14,1.89E14,5.23E14,5.94E14,4.65E12,6.91E12,3.43E12,9.47E12,1.07E13,2750.22998,10972000
AGO,yr1996,2.52E14,4.23E14,1.92E14,5.6E14,5.81E14,2.52E14,4.23E14,1.92E14,5.6E14,5.81E14,128029.2031,11316940
AGO,yr1997,,,,,,819049856,501984992,446116192,1199922560,1211917824,0.229040101,12046340
AGO,yr1998,,,,,,1649009024,720875712,609375168,1453574656,1899689472,0.392823488,12401580
AGO,yr1999,,,,,,4158874112,8046549504,6599318016,14889233408,16401954816,2.790705919,12762870
AGO,yr2000,,,,,,14668532736,34777427968,25054857216,79919325184,65777963008,10.04053974,13134000
ALB,yr1950,,,,,,,,,,,,
ALB,yr1951,,,,,,,,,,,,
ALB,yr1952,,,,,,,,,,,,
ALB,yr1953,,,,,,,,,,,,
ALB,yr1954,,,,,,,,,,,,
ALB,yr1955,,,,,,,,,,,,
ALB,yr1956,,,,,,,,,,,,
ALB,yr1957,,,,,,,,,,,,
ALB,yr1958,,,,,,,,,,,,
ALB,yr1959,,,,,,,,,,,,
ALB,yr1960,,,,,,,,,,,,
ALB,yr1961,,,,,,,,,,,,
ALB,yr1962,,,,,,,,,,,,
ALB,yr1963,,,,,,,,,,,,
ALB,yr1964,,,,,,,,,,,,
ALB,yr1965,,,,,,,,,,,,
ALB,yr1966,,,,,,,,,,,,
ALB,yr1967,,,,,,,,,,,,
ALB,yr1968,,,,,,,,,,,,
ALB,yr1969,,,,,,,,,,,,
ALB,yr1970,,,,,,,,,,,,
ALB,yr1971,,,,,,,,,,,,
ALB,yr1972,,,,,,,,,,,,
ALB,yr1973,,,,,,,,,,,,
ALB,yr1974,,,,,,,,,,,,
ALB,yr1975,,,,,,,,,,,,
ALB,yr1976,,,,,,,,,,,,
ALB,yr1977,,,,,,,,,,,,
ALB,yr1978,,,,,,,,,,,,
ALB,yr1979,,,,,,,,,,,,
ALB,yr1980,,,,,,,,,,,,
ALB,yr1981,,,,,,,,,,,,
ALB,yr1982,,,,,,,,,,,,
ALB,yr1983,,,,,,,,,,,,
ALB,yr1984,,,,,,,,,,,,
ALB,yr1985,,,,,,,,,,,,
ALB,yr1986,,,,,,,,,,,,
ALB,yr1987,,,,,,,,,,,,
ALB,yr1988,,,,,,,,,,,,
ALB,yr1989,,,,,,,,,,,,
ALB,yr1990,,,,,,,,,,,,
ALB,yr1991,145000000000,32527841046,15637961880,16639417030,20822222859,16188027904,3622000128,1007000000,2347200000,6693120000,15.62730895,3277000
ALB,yr1992,224000000000,28862559060,11206178352,11731781981,79662193573,80964100096,10476000256,2792399872,8460668416,49493168128,75.03250122,3225000
ALB,yr1993,224000000000,26546308432,34339410166,20555045140,86682050109,150000000000,17827999744,16539100160,18405394432,77909303296,102.0625,3179000
ALB,yr1994,219000000000,31628214384,48476432646,23837534123,84343468134,180000000000,26026999808,33608699904,20643700736,72442298368,94.62332916,3185000
ALB,yr1995,228000000000,34574724533,48405421360,29991182877,86135420927,202000000000,30669000704,41133101056,26805899264,76353798144,92.69750214,3225000
ALB,yr1996,279000000000,35462000640,43661799424,38247198720,115000000000,279000000000,35462000640,43661799424,38247198720,115000000000,104.4989014,3266000
ALB,yr1997,253636363640,29605602015,41490555504,28868416571,91878361771,334000000000,39109001216,54674558976,36348641280,123000000000,148.9329071,3339000
ALB,yr1998,271280632410,31003047901,46260545168,27858983318,100385855590,445000000000,46873001984,73700958208,42415280128,147000000000,150.6333008,3364000
ALB,yr1999,294438735180,35922311127,53175309196,40942948465,111714285710,483000000000,54522171392,85042429952,81740619776,198000000000,137.6905975,3383000
ALB,yr2000,299952569170,38568766945,62688023031,43322299864,119380952380,496000000000,58562318336,100000000000,102000000000,218000000000,143.7093964,3411000
ANT,yr1950,,,,,,,,,,,,
ANT,yr1951,,,,,,,,,,,,
ANT,yr1952,,,,,,,,,,,,
ANT,yr1953,,,,,,,,,,,,
ANT,yr1954,,,,,,,,,,,,
ANT,yr1955,,,,,,,,,,,,
ANT,yr1956,,,,,,,,,,,,
ANT,yr1957,,,,,,,,,,,,
ANT,yr1958,,,,,,,,,,,,
ANT,yr1959,,,,,,,,,,,,
ANT,yr1960,,,,,,,,,,,,
ANT,yr1961,,,,,,,,,,,,
ANT,yr1962,,,,,,,,,,,,
ANT,yr1963,,,,,,,,,,,,
ANT,yr1964,,,,,,,,,,,,
ANT,yr1965,,,,,,,,,,,,
ANT,yr1966,,,,,,,,,,,,
ANT,yr1967,,,,,,,,,,,,
ANT,yr1968,,,,,,,,,,,,
ANT,yr1969,,,,,,,,,,,,
ANT,yr1970,,,,,,,,,,,,
ANT,yr1971,,,,,,,,,,,,
ANT,yr1972,,,,,,,,,,,,
ANT,yr1973,,,,,,,,,,,,
ANT,yr1974,,,,,,,,,,,,
ANT,yr1975,,,,,,,,,,,,
ANT,yr1976,,,,,,,,,,,,
ANT,yr1977,,,,,,,,,,,,
ANT,yr1978,,,,,,,,,,,,
ANT,yr1979,,,,,,,,,,,,
ANT,yr1980,,,,,,,,,,,,
ANT,yr1981,,,,,,,,,,,,
ANT,yr1982,,,,,,,,,,,,
ANT,yr1983,,,,,,,,,,,,
ANT,yr1984,,,,,,,,,,,,
ANT,yr1985,,,,,,,,,,,,
ANT,yr1986,,,,,,,,,,,,
ANT,yr1987,,,,,,,,,,,,
ANT,yr1988,,,,,,,,,,,,
ANT,yr1989,,,,,,,,,,,,
ANT,yr1990,,,,,,,,,,,,
ANT,yr1991,,,,,,,,,,,,
ANT,yr1992,,,,,,,,,,,,
ANT,yr1993,,,,,,,,,,,,
ANT,yr1994,,,,,,,,,,,,
ANT,yr1995,,,,,,,,,,,,
ANT,yr1996,,,,,,,,,,,,
ANT,yr1997,,,,,,,,,,,1.789999962,209440
ANT,yr1998,,,,,,,,,,,1.789999962,211340
ANT,yr1999,,,,,,,,,,,1.789999962,213150
ANT,yr2000,,,,,,,,,,,1.789999962,215000
ARE,yr1950,,,,,,,,,,,,
ARE,yr1951,,,,,,,,,,,,
ARE,yr1952,,,,,,,,,,,,
ARE,yr1953,,,,,,,,,,,,
ARE,yr1954,,,,,,,,,,,,
ARE,yr1955,,,,,,,,,,,,
ARE,yr1956,,,,,,,,,,,,
ARE,yr1957,,,,,,,,,,,,
ARE,yr1958,,,,,,,,,,,,
ARE,yr1959,,,,,,,,,,,,
ARE,yr1960,,,,,,,,,,,,90000
ARE,yr1961,,,,,,,,,,,,97500
ARE,yr1962,,,,,,,,,,,,102920
ARE,yr1963,,,,,,,,,,,,107620
ARE,yr1964,,,,,,,,,,,,112910
ARE,yr1965,,,,,,,,,,,,120000
ARE,yr1966,,,,,,,,,,,4.761899948,130040
ARE,yr1967,,,,,,,,,,,4.761899948,144110
ARE,yr1968,,,,,,,,,,,4.761899948,163190
ARE,yr1969,,,,,,,,,,,4.761899948,188200
ARE,yr1970,,,,,,649999998.3,418999998.6,710999998.1,2680000141,1099999998,4.761899948,220000
ARE,yr1971,,,,,,801999998.4,546999998.7,867999998.8,4370000231,1609999998,4.747962952,252490
ARE,yr1972,,,,,,870999999,862999998.9,1749999998,5430000291,2479999999,4.385978222,296280
ARE,yr1973,,,,,,1500000000,1300000000,2900000000,9400000512,3700000000,3.996270895,352730
ARE,yr1974,,,,,,2200000000,2700000000,4800000000,29400000512,8000000000,3.959044933,422400
ARE,yr1975,,,,,,6215000064,3260999936,12058999808,29183000576,11404000256,3.961285114,505000
ARE,yr1976,,,,,,7695000064,4648000000,16935000064,36105998336,14556000256,3.953072071,601480
ARE,yr1977,,,,,,11557000192,7413000192,24966000640,41265000448,22090999808,3.903247118,714080
ARE,yr1978,,,,,,12501000192,8162999808,23679000576,40120999936,24078999552,3.871211052,833690
ARE,yr1979,,,,,,15244999680,9600000000,27641999360,56870998016,29724999680,3.815675974,946220
ARE,yr1980,,,,,,18968100864,11992000512,31154999296,85591900160,37873999872,3.707365036,1043000
ARE,yr1981,,,,,,24945999872,21475000320,31800999936,83661996032,41045000192,3.671000004,1133870
ARE,yr1982,,,,,,26846099456,22000001024,33162999808,71575896064,40432001024,3.671000004,1215710
ARE,yr1983,,,,,,26183000064,19957999616,32202999808,60873998336,36971999232,3.671000004,1285540
ARE,yr1984,,,,,,26744000512,17696000000,29496000512,60008001536,32301000704,3.671000004,1340700
ARE,yr1985,,,,,,27172999168,19484000256,24932999168,58266001408,30662000640,3.671000004,1379000
ARE,yr1986,,,,,,31640000512,17581000704,23872000000,37901000704,31427999744,3.671000004,1432630
ARE,yr1987,,,,,,33852000256,17762000896,20956000256,48561999872,33766000640,3.671000004,1503270
ARE,yr1988,,,,,,38605000704,18722000896,21770000384,46878998528,38869999616,3.671000004,1593220
ARE,yr1989,,,,,,42510000128,19602999296,23526000640,59853000704,44710998016,3.671000004,1705500
ARE,yr1990,,,,,,48476000256,20120000512,25315999744,81977999360,50589999104,3.671000004,1844000
ARE,yr1991,,,,,,53156999168,21130999808,27210000384,84246003712,59443998720,3.671000004,2011000
ARE,yr1992,,,,,,61638000640,22791999488,31491999744,88688001024,72909996032,3.671000004,2083000
ARE,yr1993,,,,,,65234001920,23399999488,31920001024,88025997312,76480004096,3.671000004,2230000
ARE,yr1994,,,,,,79482003456,24500000768,35799998464,92600000512,91900002304,3.671000004,2286000
ARE,yr1995,,,,,,,,,,,3.671000004,2341000
ARE,yr1996,,,,,,,,,,,3.671000004,2458000
ARE,yr1997,,,,,,,,,,,3.671124935,2580000
ARE,yr1998,,,,,,,,,,,3.672502995,2724000
ARE,yr1999,,,,,,,,,,,3.672499895,2815000
ARE,yr2000,,,,,,,,,,,3.672499895,2905080
ARG,yr1950,57819423474,12578755669,11391672258,3683436209,4453454373,0.006242137,0.001052487,0.001747771,0.000626471,0.000502479,3.77E-13,17213359.15
ARG,yr1951,59550543972,12460829840,16696936781,2918949451,5018972392,0.00892915,0.001364335,0.002903242,0.000801961,0.000884297,5.11E-13,17513592.17
ARG,yr1952,56088303046,12146360956,14223316523,2138246305,3699430355,0.010851397,0.001721661,0.00301005,0.000605883,0.000834711,5.37E-13,17913902.86
ARG,yr1953,56088303046,11753274841,15232293223,3266443434,3039659338,0.011781517,0.001938222,0.003485832,0.000838236,0.000538017,5.27E-13,18214135.87
ARG,yr1954,60589216301,12303595409,14678983430,3498106091,3982189367,0.01353841,0.002252235,0.003670319,0.000808824,0.000677686,5.43E-13,18614446.57
ARG,yr1955,67167474120,12735990145,16501650998,3150612110,4783339892,0.016432116,0.002598733,0.004350008,0.000928432,0.001,6.08E-13,18914679.58
ARG,yr1956,66128801858,14151100161,15460126675,3613937424,4264948378,0.020979369,0.003237589,0.005476349,0.002303922,0.002272727,1.38E-12,19314990.26
ARG,yr1957,70629715135,13600779609,16989865540,3822433815,4759776648,0.026353394,0.003497462,0.007583384,0.002647059,0.002983471,1.82E-12,19615223.28
ARG,yr1958,76169300658,13993865730,18421961488,3938265144,4971845908,0.036584712,0.005695557,0.010875019,0.003254903,0.003520661,2.24E-12,19915456.3
ARG,yr1959,69937267025,14151100189,16794579744,4123595272,4406327894,0.070482411,0.009604485,0.019031284,0.008725492,0.007454545,5.92E-12,20315766.99
ARG,yr1960,71668387542,15448284379,24638559851,4146761541,5419547678,0.087637953,0.012993666,0.030877287,0.010000003,0.01,6.4E-12,20616000
ARG,yr1961,76016451418,15448284379,27022924742,3705604660,6404653203,0.107497081,0.012993666,0.04631643,0.010000003,0.01,7E-12,20995870
ARG,yr1962,76754768440,15448284379,24638559851,5381962997,6404653203,0.15083316,0.025986331,0.04631643,0.010000003,0.02,8.72E-12,21341900
ARG,yr1963,74286603323,15448284379,20267185761,5381962997,4926241752,0.181168124,0.025986331,0.04631643,0.020000005,0.02,1.39E-11,21665360
ARG,yr1964,80252151285,15448284379,26029423261,4940822138,5912100714,0.256293029,0.025986331,0.077192724,0.020000005,0.02,1.4E-11,21976200
ARG,yr1965,91965715111,15448284379,27022924742,5381962997,5912100714,0.324809998,0.03898,0.108070001,0.029999999,0.02,1.7E-11,22283000
ARG,yr1966,90794338594,15448284379,26029423261,6264245299,5419547678,0.402769983,0.064960003,0.123510003,0.039999999,0.029999999,2.09E-11,22592990
ARG,yr1967,94047988142,15448284379,27023022441,6264245299,5419547678,0.532689989,0.077959999,0.169819996,0.059999999,0.039999999,3.33E-11,22912030
ARG,yr1968,97388400161,17143840697,29407387332,5823104439,5912100714,0.623640001,0.090949997,0.2007,0.059999999,0.050000001,3.5E-11,23244670
ARG,yr1969,105000000000,17143840697,36163122155,7058305604,7389745625,0.727579951,0.103940003,0.26245001,0.07,0.07,3.5E-11,23594050
ARG,yr1970,107000000000,17106158622,36969835945,7143012097,5997234207,0.779550016,0.11693,0.293330014,0.067230001,0.056839999,3.79E-11,23962000
ARG,yr1971,113000000000,17880456944,41011387099,6433641972,6711727465,1.104359984,0.168899998,0.4014,0.100000001,0.109999999,4.52E-11,24370640
ARG,yr1972,115000000000,17558292914,41428527844,6564225371,6384883120,1.844930053,0.259849995,0.663860023,0.200000003,0.189999998,5E-11,24787780
ARG,yr1973,120000000000,18692437343,39481340273,7481805444,6301269059,3.105209827,0.54569,0.988059998,0.360000014,0.270000011,5E-11,25208780
ARG,yr1974,129000000000,20139287323,39918536302,7499447046,6643324100,4.170589924,0.857500017,1.451220036,0.449999988,0.409999996,5E-11,25630040
ARG,yr1975,128000000000,20161905425,40633845561,6802437112,6764932690,11.27747059,2.442589998,5.712240219,1.129999995,1.159999967,3.66E-10,26049000
ARG,yr1976,117000000000,21073726031,43455287995,8946406287,5343545517,57.92047119,9.64043045,31.44820023,9.390000343,6.059999943,1.4E-9,26462550
ARG,yr1977,119000000000,21978081080,52535853783,11390339222,7327421625,163.964798,25.59519958,87.84500122,27.29999924,20.79999924,4.08E-9,26866960
ARG,yr1978,117000000000,22684417540,44170655458,12404970248,6947358952,411.9917297,79.1242981,196.9949951,61,40.5,7.96E-9,27267760
ARG,yr1979,135000000000,23944917552,48681173468,12007940969,10740283703,1216.364014,212.6869965,499.5889893,125.8000031,122.3000031,1.32E-8,27674780
ARG,yr1980,145000000000,24276909484,52627761359,11390339222,15718977243,2452.668423,485.2858239,970,194.3999939,249,1.84E-8,28094000
ARG,yr1981,139000000000,24650400421,44746263705,11983109889,14423962786,4825.575278,969.5731175,1696,517.2999878,551,4.4E-8,28522650
ARG,yr1982,125000000000,22907442826,35822531561,12456065643,8282220411,13360.06382,2136.855278,4754,1986.5,1425,2.59E-7,28959030
