isocode,year,CKON,GKON,IKON,EXPK,IMPK,CCUR,GCUR,ICUR,EXPC,IMPC,XRAT,POP
BEL,yr1959,1.5336991E12,553327712140,529848989740,719937963970,732615781660,327055300790,85715316214,112944380070,192906446530,196575418390,49.99001205,9077059.5121
BEL,yr1960,1.6184339E12,583164010340,577137743380,795292149730,826619480280,342082165960,92227022474,124244113030,218423172270,223057080970,50,9106983.8867
BEL,yr1961,1.6523278E12,594013573320,659893062270,867591436070,886904460920,356225097890,94054029853,146306151790,239857221880,245464641610,50,9153921.9548
BEL,yr1962,1.7201156E12,645548997490,686761672300,956183519330,959450793550,373903762800,103628162020,156756591210,266394616640,266853676770,50,9205853.4343
BEL,yr1963,1.7963768E12,720139743000,689985905500,1.0386658E12,1.0422149E12,404841426390,117847638910,166045870680,294973349460,302502068710,50,9270767.7838
BEL,yr1964,1.8472177E12,749976041200,831852166440,1.1303128E12,1.1341751E12,433127290240,127039872330,211331108140,335800110630,339168986130,50,9354657.0969
BEL,yr1965,1.923479E12,792018097760,843674354850,1.2015938E12,1.2056996E12,472904286280,141050436690,222942707490,361316836360,362595072260,50,9435550.3631
BEL,yr1966,1.9743198E12,828635372830,904934785720,1.2932408E12,1.3283131E12,505609816360,155687746150,247327066120,403164266560,410465770000,50,9495471.3011
BEL,yr1967,2.0336342E12,876102210880,911383252120,1.3441557E12,1.3487487E12,533895680210,171655720120,258938665470,422556978120,419632499350,50,9544406.7338
BEL,yr1968,2.1437893E12,905938509090,916756974130,1.5172667E12,1.5122334E12,578092342480,184962365090,265905625080,475631767640,471577299030,50,9577363.2496
BEL,yr1969,2.262418E12,962898714750,1.009185E12,1.7412927E12,1.7370249E12,625824737730,206252997040,305385062870,573615994450,561207541610,50,9600332.9425
BEL,yr1970,2.3725732E12,992735012950,1.0854918E12,1.9042206E12,1.8596384E12,670021400000,224882300000,356476100000,662414200000,631485800000,50,9625300
BEL,yr1971,2.4892864E12,1.047655E12,1.0649688E12,1.9900033E12,1.927414E12,740280300000,258406400000,376048000000,706534300000,676402800000,48.8697,9660300
BEL,yr1972,2.6366359E12,1.1093499E12,1.0651845E12,2.2100272E12,2.1118498E12,828113600000,297728900000,393072000000,797634100000,743829200000,44.0146,9696200
BEL,yr1973,2.8515205E12,1.1685771E12,1.1698852E12,2.5221552E12,2.5043689E12,948054300000,338856700000,462550000000,986268000000,948756500000,38.9765,9725200
BEL,yr1974,2.9314896E12,1.2084184E12,1.2853824E12,2.6156134E12,2.6149727E12,1.0988881E12,401347600000,585813000000,1.2738656E12,1.2639902E12,38.9515,9755100
BEL,yr1975,2.9565751E12,1.2628492E12,1.1155351E12,2.3988996E12,2.3774706E12,1.2462951E12,495934200000,571570500000,1.223822E12,1.2180547E12,36.7789,9782100
BEL,yr1976,3.1068897E12,1.309363E12,1.2058879E12,2.7075663E12,2.6719326E12,1.4118473E12,562037200000,656519100000,1.4708741E12,1.4649453E12,38.6052,9798100
BEL,yr1977,3.1886402E12,1.3391385E12,1.1986282E12,2.7655065E12,2.7994085E12,1.5526664E12,620304100000,703154200000,1.556459E12,1.5813627E12,35.8428,9809100
BEL,yr1978,3.268239E12,1.4200294E12,1.2113303E12,2.8287149E12,2.8741053E12,1.6594881E12,690478400000,743056900000,1.6100771E12,1.6411502E12,31.4921,9817000
BEL,yr1979,3.4359467E12,1.4552593E12,1.2039307E12,3.0266168E12,3.1315071E12,1.8128377E12,744789400000,786129700000,1.8785765E12,1.9475227E12,29.3187,9824000
BEL,yr1980,3.5174444E12,1.483435E12,1.2947898E12,3.0080002E12,3.0435434E12,1.980387E12,818305000000,871180000000,2.0413E12,2.1497E12,29.2417,9834000
BEL,yr1981,3.4791064E12,1.5293355E12,1.1215787E12,3.1145492E12,2.9861936E12,2.125802E12,904220000000,786419000000,2.3088E12,2.3912E12,37.1293,9841000
BEL,yr1982,3.5288514E12,1.5189476E12,1.0594226E12,3.1995239E12,3.0257947E12,2.329235E12,964588000000,817810000000,2.685E12,2.756E12,45.6906,9849000
BEL,yr1983,3.4950073E12,1.5284949E12,983237426370,3.2835826E12,2.9891688E12,2.464231E12,1.007171E12,781628000000,2.9567E12,2.929E12,51.1317,9854000
BEL,yr1984,3.5363852E12,1.5318087E12,1.0715087E12,3.4951542E12,3.1791723E12,2.626031E12,1.084852E12,873310000000,3.4069E12,3.3662E12,57.7839,9855000
BEL,yr1985,3.614152E12,1.5762499E12,1.0784004E12,3.5073661E12,3.1919965E12,2.837522E12,1.128414E12,885987000000,3.5132E12,3.4463E12,59.378,9857000
BEL,yr1986,3.7246609E12,1.5970076E12,1.1060579E12,3.6058756E12,3.3363457E12,2.92069E12,1.173504E12,915095000000,3.3729E12,3.2336E12,44.6719,9859000
BEL,yr1987,3.793457E12,1.6388764E12,1.2233258E12,3.7864085E12,3.5594869E12,3.037184E12,1.211871E12,997810000000,3.4222E12,3.303E12,37.3341,9870000
BEL,yr1988,3.9328393E12,1.6273886E12,1.4162459E12,4.151138E12,3.928106E12,3.180161E12,1.217309E12,1.182818E12,3.8936E12,3.7282E12,36.7683,9904000
BEL,yr1989,4.0854368E12,1.6458139E12,1.557228E12,4.4941912E12,4.3066766E12,3.431812E12,1.277027E12,1.389026E12,4.5174E12,4.3513E12,39.404,9940000
BEL,yr1990,4.2164734E12,1.6394993E12,1.6543915E12,4.6995551E12,4.5142235E12,3.641681E12,1.338355E12,1.515507E12,4.643E12,4.4994E12,33.4179,9968000
BEL,yr1991,4.3464471E12,1.6983653E12,1.5839379E12,4.8470141E12,4.6429786E12,3.85079E12,1.446886E12,1.486996E12,4.7551E12,4.5968E12,34.1483,10006000
BEL,yr1992,4.4419823E12,1.7230029E12,1.5991674E12,5.0236799E12,4.8326742E12,4.011609E12,1.526462E12,1.548879E12,4.8754E12,4.6537E12,32.1495,10047000
BEL,yr1993,4.3997477E12,1.7202714E12,1.5316661E12,5.0019019E12,4.8156437E12,4.083456E12,1.597188E12,1.507632E12,4.7908E12,4.5085E12,34.5965,10086000
BEL,yr1994,4.4891153E12,1.7443014E12,1.5605787E12,5.422908E12,5.1648725E12,4.286518E12,1.668018E12,1.528145E12,5.2577E12,4.9225E12,33.4565,10116000
BEL,yr1995,4.5217658E12,1.7663139E12,1.657994E12,5.7318177E12,5.4192135E12,4.42823E12,1.744047E12,1.639318E12,5.632349E12,5.282211E12,29.48,10137000
BEL,yr1996,4.574469E12,1.80924E12,1.633221E12,5.896004E12,5.555939E12,4.574469E12,1.80924E12,1.633221E12,5.896004E12,5.555939E12,30.9615,10155000
BEL,yr1997,4.6657635E12,1.8137823E12,1.7579358E12,6.257194E12,5.8404456E12,4.751045E12,1.856885E12,1.777967E12,6.544785E12,6.159104E12,35.7739,10180000
BEL,yr1998,4.8019017E12,1.8409923E12,1.8629325E12,6.6195472E12,6.2794418E12,4.94848E12,1.924664E12,1.861141E12,6.844347E12,6.466935E12,36.2986,10203000
BEL,yr1999,4.9049034E12,1.9000487E12,1.8909147E12,6.9508964E12,6.534228E12,5.107163E12,2.017066E12,1.97106E12,7.184456E12,6.778162E12,37.8641,10222000
BEL,yr2000,5.0914563E12,1.9483526E12,1.9826521E12,7.6254169E12,7.1712884E12,5.419349E12,2.119018E12,2.155381E12,8.643918E12,8.319731E12,43.7849,10254000
BEN,yr1950,,,,,,,,,,,,
BEN,yr1951,,,,,,,,,,,,
BEN,yr1952,,,,,,,,,,,,
BEN,yr1953,,,,,,,,,,,,
BEN,yr1954,,,,,,,,,,,,
BEN,yr1955,,,,,,,,,,,,
BEN,yr1956,,,,,,,,,,,,
BEN,yr1957,,,,,,,,,,,,
BEN,yr1958,,,,,,,,,,,,
BEN,yr1959,271000000000,72719333980,35117794622,31651613147,50692241823,40357283988,5432148868,6248362937,3055335898,4502312177,245.2944448,2000483.091
BEN,yr1960,306000000000,74135944439,34926937073,50978704432,87588493897,46343786496,5631860224,6336523264,4936342016,7786466304,245.1950989,2050000
BEN,yr1961,311000000000,76547003422,34620716415,39917218805,70930683816,48125235200,5876701696,6336523264,3850387456,6388839936,245.2601013,2101730
BEN,yr1962,307000000000,78957895603,34008091006,29336747752,74154373659,48936067072,6284803584,6435548160,2961806080,6688388096,245.0139008,2156220
BEN,yr1963,333000000000,81368766027,37071736077,32222421334,92424351558,53307551744,6611226624,7227577344,3455440640,8385361920,245.0164032,2213110
BEN,yr1964,363000000000,74738796212,33395225849,48093043650,101000000000,58084761600,6039962112,6435548160,4936342016,9383624704,245.0272064,2271830
BEN,yr1965,389000000000,75947625484,31559988995,71179976803,128000000000,63295389696,6286299136,6236000256,7504200192,12276599808,245.0608978,2332000
BEN,yr1966,431000000000,72933954053,32785822058,78394369820,165000000000,68334100480,6122999808,6533000192,7405497856,13973399552,245.6784058,2393730
BEN,yr1967,444000000000,82578102957,44429131940,86570395193,206000000000,68357701632,6939398144,8908000256,8392901120,17267109888,246.0009003,2457090
BEN,yr1968,458000000000,83783509160,48412691242,97151209705,217000000000,70428983296,7266000896,9996999680,10960100352,17866000384,247.5646973,2522050
BEN,yr1969,451000000000,85591774388,50863920684,136000000000,236000000000,74066296832,7674200064,10887999488,14712299520,21359300608,259.9606018,2588670
BEN,yr1970,455000000000,95233428514,47493085259,154000000000,255000000000,78355169280,8980398080,10689999872,20340389888,26150209536,276.4031067,2657000
BEN,yr1971,454000000000,95677666001,46061573841,198000000000,305000000000,79424520192,9270001664,9489999872,23850000384,29770000384,275.5914917,2727390
BEN,yr1972,473000000000,104000000000,66721575436,207000000000,330000000000,89614966784,10490000384,13820000256,21619990528,32130000896,252.0276031,2799960
BEN,yr1973,495000000000,110000000000,67581394187,192000000000,325000000000,94749982720,11200000000,14700000256,25589999616,33820010496,222.8892059,2874570
BEN,yr1974,499000000000,103000000000,99001089754,191000000000,329000000000,116000000000,11500000256,24340000768,27779999744,45649989632,240.7046967,2950920
BEN,yr1975,491000000000,98746773745,99079273387,192000000000,349000000000,129000000000,13420000256,28000000000,30630010880,56190001152,214.3128967,3029000
BEN,yr1976,489000000000,89717210778,101000000000,185000000000,326000000000,153000000000,14339999744,27790000128,31509999616,60030001152,238.9505005,3106780
BEN,yr1977,550000000000,77574090935,92904769955,198000000000,358000000000,167000000000,15310000128,32710000640,43329998848,74299998208,245.6797028,3188440
BEN,yr1978,563000000000,77529475001,87720264319,217000000000,378000000000,192000000000,17429989376,33670000640,50339999744,83940016128,225.655899,3274790
BEN,yr1979,584000000000,83667871796,126000000000,295000000000,482000000000,228000000000,20249999360,48000000000,64240009216,108000000000,212.7216034,3366490
BEN,yr1980,619000000000,98302006843,172000000000,327000000000,568000000000,286000000000,25660000256,44999999488,68250001408,128000000000,211.2796021,3464000
BEN,yr1981,676000000000,107000000000,195000000000,357000000000,622000000000,361000000000,32130000896,54999998464,81229971456,179000000000,271.7315063,3567730
BEN,yr1982,602000000000,82862790616,279000000000,265000000000,477000000000,344000000000,43699998720,115000000000,108000000000,194000000000,328.6062927,3678020
BEN,yr1983,596000000000,110000000000,164000000000,192000000000,353000000000,354000000000,60200001536,72300003328,83500007424,153000000000,381.0660095,3794490
BEN,yr1984,627000000000,112000000000,121000000000,264000000000,353000000000,372000000000,62600011776,58700001280,131000000000,165000000000,436.9566956,3916360
BEN,yr1985,688000000000,128000000000,87798447952,336000000000,417000000000,394000000000,72200028160,41999998976,162000000000,200000000000,449.2630005,4043000
BEN,yr1986,662000000000,125000000000,130000000000,307000000000,372000000000,379000000000,70600032256,62299987968,132000000000,181000000000,346.3059082,4174270
BEN,yr1987,631000000000,123000000000,121000000000,323000000000,355000000000,380000000000,73000001536,60700000256,137000000000,181000000000,300.5365906,4309840
BEN,yr1988,715000000000,98797945726,127000000000,295000000000,372000000000,397000000000,63653998592,75444002816,142000000000,196000000000,297.8482056,4449200
BEN,yr1989,663000000000,97086055846,136000000000,210000000000,260000000000,410000000000,53120999424,56632999936,96470999040,137000000000,319.0083008,4591800
BEN,yr1990,730000000000,100000000000,161000000000,217000000000,345000000000,419000000000,55354998784,71382999040,109000000000,153000000000,272.264801,4737000
BEN,yr1991,743000000000,101000000000,161000000000,270000000000,366000000000,441000000000,57199001600,76793004032,130000000000,175000000000,282.1069031,4883250
BEN,yr1992,763000000000,102000000000,170000000000,325000000000,413000000000,484000000000,61085999104,78350000128,136000000000,190000000000,264.691803,5029000
BEN,yr1993,775000000000,103000000000,195000000000,328000000000,416000000000,503000000000,61708308480,91662278656,135000000000,196000000000,283.1625977,5176760
BEN,yr1994,813000000000,101000000000,128000000000,260000000000,274000000000,668000000000,84070760448,131000000000,228000000000,280000000000,555.2047119,5325000
BEN,yr1995,879000000000,118000000000,200000000000,244000000000,374000000000,790000000000,113000000000,197000000000,271000000000,367000000000,499.148407,5475000
BEN,yr1996,919000000000,121000000000,193000000000,286000000000,389000000000,919000000000,121000000000,193000000000,286000000000,389000000000,511.5523987,5628820
BEN,yr1997,954089090910,126109532840,223062686350,309128877960,408450000000,999000000000,128000000000,232000000000,202000000000,364000000000,583.6693726,5794360
BEN,yr1998,1.0092291E12,134054426820,231401478370,308819770080,435193750000,1.12E12,129000000000,234000000000,235000000000,379000000000,589.9517822,5950330
BEN,yr1999,1.0342927E12,137003636320,248079062390,347429945090,442487500000,1.22E12,147000000000,257000000000,237000000000,424000000000,615.6990967,6109530
BEN,yr2000,1.0944455E12,141113739590,268926042420,374155325480,474093750000,1.26E12,186000000000,304000000000,238000000000,447000000000,711.9763184,6272000
BFA,yr1950,,,,,,,,,,,,
BFA,yr1951,,,,,,,,,,,,
BFA,yr1952,,,,,,,,,,,,
BFA,yr1953,,,,,,,,,,,,
BFA,yr1954,,,,,,,,,,,,
BFA,yr1955,,,,,,,,,,,,
BFA,yr1956,,,,,,,,,,,,
BFA,yr1957,,,,,,,,,,,,
BFA,yr1958,,,,,,,,,,,,
BFA,yr1959,479000000000,38913894687,27625580647,36848022385,107000000000,73747096167,4589007227,6879849278,5240738895,31600411982,245.1950989,4468863.105
BFA,yr1960,407000000000,48070105233,26263756270,26652210376,37662396656,66932183040,6016698368,6900888576,3939006976,11999293440,245.1950989,4630000
BFA,yr1961,388000000000,48887624078,33072878268,25042345327,83790194410,70125330432,6574111232,7431741440,4663147008,12682119168,245.2601013,4720500
BFA,yr1962,417000000000,52484706811,36963805128,35059283472,107000000000,75798544384,7019381248,8095582208,5144306688,13656912896,245.0139008,4812790
BFA,yr1963,405000000000,49705142929,35018341718,45791717188,105000000000,78676664320,7130723840,8494546944,5386386944,14144459776,245.0164032,4907060
BFA,yr1964,424000000000,50032150463,35991073469,33807166217,110000000000,80388972544,7019381248,9688041472,2813733632,10827821056,245.0272064,5003720
BFA,yr1965,410000000000,34008782018,52527512644,50800186331,103000000000,83771400192,5234500096,9026199552,4821600256,11024300032,245.0608978,5103000
BFA,yr1966,415000000000,30675018582,52529534153,52495221610,106000000000,87279296512,4899999744,8495300096,5384600064,11609799680,245.6784058,5204700
BFA,yr1967,472000000000,31341302560,49203831566,52495221610,126000000000,93541498880,4789400064,8893200384,5464600064,14439499776,246.0009003,5308680
BFA,yr1968,481000000000,44678699847,51863012386,67734204556,144000000000,93890396160,6905500160,9424100352,7072200192,16293199872,247.5646973,5414820
BFA,yr1969,492000000000,44678699847,62502426411,64346013876,152000000000,103000000000,7350499840,11945499648,7232500224,19219900416,259.9606018,5522990
BFA,yr1970,464000000000,52681134540,65161600331,72815742853,134000000000,103000000000,8798900224,13008400384,6911499776,19122800640,276.4031067,5633000
BFA,yr1971,473000000000,54085921922,91851765620,73744164465,160000000000,106000000000,9478299648,19751399424,7320600064,24754399232,275.5914917,5740700
BFA,yr1972,452000000000,62765243567,117000000000,99172130961,171000000000,113000000000,10593899520,25186299904,9331500032,29026000896,252.0276031,5848380
BFA,yr1973,448000000000,66772476134,137000000000,91544660577,178000000000,113000000000,12154600448,31019100160,9492200448,32230100992,222.8892059,5958700
BFA,yr1974,476000000000,70778097283,152000000000,98323302404,183000000000,125000000000,14943200256,46131400704,15042899968,41371000832,240.7046967,6075700
BFA,yr1975,507000000000,96819656636,150000000000,96629205142,217000000000,148000000000,25969500160,46528098304,14801800192,56790499328,214.3128967,6202000
BFA,yr1976,540000000000,96153192385,152000000000,89001358013,197000000000,170000000000,23641600000,53289701376,19145199616,58925899776,238.9505005,6339070
BFA,yr1977,601000000000,89474878588,138000000000,93239511328,249000000000,221000000000,27879600128,54350299136,22121400320,79107596288,245.6797028,6483820
BFA,yr1978,597000000000,90811228590,143000000000,136000000000,250000000000,262000000000,33454700544,60977700864,24866000896,86396297216,225.655899,6636080
BFA,yr1979,612000000000,99329228302,119000000000,169000000000,252000000000,300000000000,40146501632,60978851840,30668300288,102000000000,212.7216034,6795580
BFA,yr1980,657000000000,88739969600,121000000000,152000000000,277000000000,345000000000,37605801984,61540900864,36470501376,119000000000,211.2796021,6962000
BFA,yr1981,684000000000,97508754300,121000000000,172000000000,297000000000,412000000000,44652797952,68167200768,44760100864,142000000000,271.7315063,7135180
BFA,yr1982,696000000000,149000000000,159000000000,148000000000,291000000000,451000000000,79473098752,103000000000,47246598144,170000000000,328.6062927,7315130
BFA,yr1983,699000000000,143000000000,146000000000,116000000000,253000000000,469000000000,87665901568,104000000000,48074801152,169000000000,381.0660095,7500560
BFA,yr1984,654000000000,147000000000,149000000000,132000000000,236000000000,493000000000,83198599168,90340499456,69914796032,172000000000,436.9566956,7689580
BFA,yr1985,685000000000,151000000000,263000000000,131000000000,294000000000,550000000000,84118003712,156000000000,69629001728,217000000000,449.2630005,7881000
BFA,yr1986,839000000000,174000000000,245000000000,141000000000,398000000000,561000000000,93719003136,140000000000,60765999104,209000000000,346.3059082,8075250
BFA,yr1987,805000000000,184000000000,231000000000,140000000000,371000000000,547000000000,96751001600,136000000000,68725997568,200000000000,300.5365906,8272300
BFA,yr1988,821000000000,177000000000,239000000000,145000000000,330000000000,577000000000,101000000000,140000000000,79504998400,189000000000,297.8482056,8472130
BFA,yr1989,818000000000,163000000000,249000000000,123000000000,300000000000,595000000000,105000000000,163000000000,77914996736,187000000000,319.0083008,8674710
BFA,yr1990,813000000000,173000000000,245000000000,170000000000,348000000000,583000000000,112000000000,155000000000,95840002048,193000000000,272.264801,8880000
BFA,yr1991,895000000000,177000000000,281000000000,176000000000,375000000000,624000000000,115000000000,162000000000,95200002048,210000000000,282.1069031,9090530
BFA,yr1992,908000000000,180000000000,294000000000,152000000000,358000000000,611000000000,125000000000,167000000000,80000000000,192000000000,264.691803,9306450
BFA,yr1993,948000000000,188000000000,233000000000,181000000000,387000000000,635000000000,121000000000,157000000000,92200001536,210000000000,283.1625977,9527900
BFA,yr1994,929000000000,196000000000,174000000000,131000000000,276000000000,806000000000,179000000000,179000000000,136000000000,271000000000,555.2047119,9755030
BFA,yr1995,965000000000,191000000000,254000000000,139000000000,338000000000,926000000000,187000000000,242000000000,153000000000,333000000000,499.148407,9988000
BFA,yr1996,989000000000,196000000000,344000000000,141000000000,371000000000,989000000000,196000000000,344000000000,141000000000,371000000000,511.5523987,10225000
BFA,yr1997,970214525140,202573916270,438600000000,149089828710,366800000000,986000000000,198000000000,380000000000,156000000000,385000000000,583.6693726,10473530
BFA,yr1998,1.1160782E12,219130435770,404200000000,214792134970,485800000000,1.06E12,218000000000,448000000000,213000000000,471000000000,589.9517822,10730330
BFA,yr1999,1.1381788E12,226191307320,457520000000,188695888100,443800000000,1.16E12,216000000000,412000000000,177000000000,449000000000,615.6990967,10995700
BFA,yr2000,1.0928726E12,231791313020,503960000000,168822598650,383600000000,1.19E12,236000000000,430000000000,168000000000,462000000000,711.9763184,11274000
BGD,yr1950,,,,,,,,,,,,
BGD,yr1951,,,,,,,,,,,,
BGD,yr1952,,,,,,,,,,,,
BGD,yr1953,,,,,,,,,,,,
BGD,yr1954,,,,,,,,,,,,
BGD,yr1955,,,,,,,,,,,,
BGD,yr1956,,,,,,,,,,,,
BGD,yr1957,,,,,,,,,,,,
BGD,yr1958,,,,,,,,,,,,
BGD,yr1959,389000000000,8490829693,50087205920,22277941130,19842712829,15279911635,253729019.7,1647415903,1242982330,1151300443,6.825425716,48278908.36
BGD,yr1960,421000000000,9336183164,59567998529,19675116366,26163368111,17272943600,293529650.5,2070605312,1507446656,1636882944,6.825425716,51419000
BGD,yr1961,419000000000,9845881582,70745896512,17412261584,34617766342,17140074819,308072188.6,2616130048,1832327424,2318917376,6.825425716,52685820
BGD,yr1962,432000000000,10728530067,115000000000,21033409108,34351091728,18734500385,354378691.7,4280578304,1926292864,2259458048,6.825425716,54006472
BGD,yr1963,470000000000,14296418988,87622701253,22049449535,40172611705,18734500385,432449159.7,3683288320,1873312384,2550925824,6.825425716,55383008
BGD,yr1964,470000000000,15539585856,110000000000,22874675116,46727364300,20328925959,512815817.8,4531440128,1905300608,3129197824,6.825425716,56817500
BGD,yr1965,457000000000,22377003647,123000000000,21687509294,46538765587,21391876336,799839596.8,4762392064,2013260928,3248116736,6.825425716,58312000
BGD,yr1966,465000000000,22787529593,128000000000,24795859287,48427888274,24447858670,780704678.9,4079490560,2336142336,3351879424,6.825425716,59865140
BGD,yr1967,449000000000,21991979585,145000000000,21878324140,56581602741,23916383487,861071337.7,5457239552,2381126144,3758768384,6.825425716,61475552
BGD,yr1968,451000000000,22087950978,195000000000,22753497047,53470876264,23650645894,1293520499,7442232832,2199192832,3573394688,6.825425716,63145288
BGD,yr1969,476000000000,23292736734,180000000000,23799651830,57781556791,25643677872,1385368109,7444224512,2434106624,4065392640,6.825425716,64876420
BGD,yr1970,526000000000,25748978236,167000000000,26294294326,64635455841,33482936948,1626468086,7167479808,2637032192,4627342336,7.760828972,66671000
BGD,yr1971,521000000000,25525356458,127000000000,19032309827,50671040728,39462032855,1121306233,5059045888,1942287104,3862530816,7.760828972,68527664
BGD,yr1972,505000000000,24729144569,56198015872,14675986648,50615387377,38133344901,593182478.7,2594229760,1573422464,4440802816,7.594486237,70445032
BGD,yr1973,439000000000,21514955415,110000000000,27259953819,25107497296,57000714240,696511040,8023596032,3023889920,6393637376,7.742063999,72425168
BGD,yr1974,551000000000,26983954086,105000000000,22673436892,55325845765,92838682624,1300510592,10759184384,2711004928,8840800256,8.113085747,74470144
BGD,yr1975,552000000000,27017738207,93074001059,27089115461,53014675012,162000000000,1534847232,15533521920,3672651776,11985154048,12.01889992,76582000
BGD,yr1976,582000000000,28498603497,98473091387,25399575486,61180289081,143000000000,1717576320,21795112960,5240076288,22710001664,15.34696007,78572992
BGD,yr1977,553000000000,27093724287,118000000000,33353591680,45237086010,129000000000,2135406336,25181745152,7725164544,15844187136,15.37510014,80556224
BGD,yr1978,594000000000,29091452804,149000000000,35642508723,75136976101,181000000000,2751639040,33940008960,8201989632,26645983232,15.01611996,82555744
BGD,yr1979,631000000000,30880225643,156000000000,35399285370,73031411406,213000000000,4183653376,38849732608,10636095488,32077776896,15.55191994,84595648
BGD,yr1980,605000000000,29609245081,218000000000,36511168354,97452518300,238000000000,4845759488,59340763136,11336838144,43035799552,15.4540596,86700000
BGD,yr1981,667000000000,32649869720,225000000000,41946076809,93097009293,272000000000,5978832384,74127671296,15243405312,51790327808,17.98669052,88631712
BGD,yr1982,697000000000,34141735927,220000000000,44588536762,92444774846,311000000000,7095084544,79314141184,16846816256,62873096192,22.11787987,90825216
BGD,yr1983,774000000000,37916393239,177000000000,45658866698,89579696475,356000000000,6395132928,78069784576,21352163328,66538594304,24.61541939,93185664
BGD,yr1984,815000000000,39932125455,185000000000,46343804938,96297702962,428000000000,8828716032,85770838016,25996457984,73824124928,25.35392952,95618208
BGD,yr1985,850000000000,41602933120,208000000000,43841198718,115000000000,489000000000,11389216768,105000000000,30270887936,87003127808,27.99459076,98028000
BGD,yr1986,879000000000,43070802452,203000000000,49889958187,101000000000,549000000000,22338813952,116000000000,31156563968,90135822336,30.40690041,100956864
BGD,yr1987,904000000000,44268817689,225000000000,57930842481,112000000000,628000000000,23412633600,138000000000,39828381696,103000000000,30.9498291,103570672
BGD,yr1988,940000000000,46044111249,231000000000,61884684632,127000000000,702000000000,26747629568,148000000000,46420959232,118000000000,31.73324966,105954048
BGD,yr1989,958000000000,46930467831,239000000000,68070983224,131000000000,753000000000,34578980864,170000000000,51503091712,119000000000,32.27000046,108191616
BGD,yr1990,1.06E12,51733049062,243000000000,93460567413,185000000000,841000000000,39458000896,188000000000,62660001792,137000000000,34.56880951,110368000
BGD,yr1991,1.07E12,52817320127,246000000000,90839384771,158000000000,910000000000,42815000576,205000000000,75392000000,137000000000,36.59617996,112426784
BGD,yr1992,1.09E12,58552033787,251000000000,112000000000,145000000000,972000000000,49817001984,223000000000,94121000960,150000000000,38.95075989,114311552
BGD,yr1993,1.17E12,65435262583,267000000000,127000000000,196000000000,1.02E12,58174001152,237000000000,114000000000,177000000000,39.56726074,116106928
BGD,yr1994,1.19E12,67584144299,287000000000,131000000000,184000000000,1.09E12,61903998976,256000000000,122000000000,188000000000,40.21173859,117897536
BGD,yr1995,1.28E12,72301451636,314000000000,171000000000,267000000000,1.23E12,69136998400,303000000000,167000000000,259000000000,40.27832031,119768000
BGD,yr1996,1.36E12,72603000832,343000000000,184000000000,311000000000,1.36E12,72603000832,343000000000,184000000000,311000000000,41.79417038,121679344
BGD,yr1997,1.3797101E12,74964280864,380081081080,215000000000,306000000000,1.46E12,78863998976,374000000000,217000000000,326000000000,43.89212036,124381408
BGD,yr1998,1.3994203E12,84893429658,426432432430,241000000000,319000000000,1.57E12,94671003648,433000000000,267000000000,366000000000,46.90565109,126564704
BGD,yr1999,1.4486957E12,85376053531,468663663660,247000000000,327000000000,1.73E12,101000000000,488000000000,290000000000,410000000000,49.08539963,128787320
BGD,yr2000,1.5275362E12,86163095447,502654654660,268000000000,345000000000,1.84E12,108000000000,546000000000,331000000000,456000000000,52.14167023,131050000
BGR,yr1950,,,,,,,,,,,,
BGR,yr1951,,,,,,,,,,,,
BGR,yr1952,,,,,,,,,,,,
BGR,yr1953,,,,,,,,,,,,
BGR,yr1954,,,,,,,,,,,,
BGR,yr1955,,,,,,,,,,,,
BGR,yr1956,,,,,,,,,,,,
BGR,yr1957,,,,,,,,,,,,
BGR,yr1958,,,,,,,,,,,,
BGR,yr1959,,,,,,,,,,,,
BGR,yr1960,,,,,,,,,,,,
BGR,yr1961,,,,,,,,,,,,
BGR,yr1962,,,,,,,,,,,,
BGR,yr1963,,,,,,,,,,,,
BGR,yr1964,,,,,,,,,,,,
BGR,yr1965,,,,,,,,,,,,
BGR,yr1966,,,,,,,,,,,,
BGR,yr1967,,,,,,,,,,,,
BGR,yr1968,,,,,,,,,,,,
BGR,yr1969,,,,,,,,,,,,
BGR,yr1970,,,,,,,,,,,,
BGR,yr1971,,,,,,,,,,,,
BGR,yr1972,,,,,,,,,,,,
BGR,yr1973,,,,,,,,,,,,
BGR,yr1974,,,,,,,,,,,,
BGR,yr1975,,,,,,,,,,,,
BGR,yr1976,,,,,,,,,,,,
BGR,yr1977,,,,,,,,,,,,
BGR,yr1978,,,,,,,,,,,,
BGR,yr1979,,,,,,,,,,,,
BGR,yr1980,,,,,,,,,,,,
BGR,yr1981,,,,,,,,,,,,
BGR,yr1982,,,,,,,,,,,,
BGR,yr1983,,,,,,,,,,,,
BGR,yr1984,,,,,,,,,,,,
BGR,yr1985,,,,,,,,,,,,
BGR,yr1986,,,,,,,,,,,,
BGR,yr1987,,,,,,,,,,,,
BGR,yr1988,,,,,,,,,,,,
BGR,yr1989,,,,,,,,,,,,
BGR,yr1990,,,,,,,,,,,,
BGR,yr1991,1.22E12,484000000000,272000000000,730000000000,720000000000,73425993728,25827999744,30665000960,58976002048,53184000000,17.78825,8632000
BGR,yr1992,1.24E12,412000000000,236000000000,772000000000,868000000000,132000000000,40834998272,39936999424,94630002688,106000000000,23.34116958,8540000
